# 海川珠宝 Working Tree 路径级收敛清单
# snapshot_branch=codex/release-curation-20260814 snapshot_head=ea38fdc tracked_changes=218 untracked_files=298 staged=0
# 本文件本身计入 untracked_files；状态来自 git status --porcelain=v1 -uall。历史 migration draft 已完成可恢复清理，备份、素材和未裁决删除差异仍受各自保护门约束。
status	batch	consumer_or_role	replacement_or_target	protection	path
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/public/CustomerCenter/MyAccountDashboard.css
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/public/CustomerCenter/types.ts
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/styles/adminCompatibility.css
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/styles/adminDashboard.css
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/styles/public/brand-menu.css
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/styles/public/commerce.css
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/styles/public/editorial-home.css
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/styles/public/foundation.css
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/styles/public/home-surface.css
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/styles/public/legacy-header-antd.css
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/styles/public/navigation.css
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/styles/public/site-shell.css
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-24-proven-mvp-evidence-ledger.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/AUDIT.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/cleanup-ledger.csv
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/evidence-manifest.json
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/functional-closure.csv
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/program-completion-reconciliation-2026-08-26.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/program-status.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/public-discovery-selection-consultation-audit.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/public-product-readiness-inventory.csv
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/r1-attribute-input-boundary-2026-08-26.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/r1-category-tag-input-boundary-2026-08-26.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/r1-lead-input-boundary-2026-08-26.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/r1-marketing-coupon-input-decision-2026-08-26.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/r1-partner-state-2026-08-26.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/r1-product-media-input-boundary-2026-08-26.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/r1-warehouse-input-boundary-2026-08-26.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/r2-decision-gate.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/r2-reconciliation-contract.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/r2-review-media-decision.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/r3-advanced-custom-product-rules-decision-2026-08-26.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/r4-partner-wax-product-rules-decision-2026-08-26.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/r5-brand-page-convergence-decision.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/r5-product-quality-live-audit-2026-08-26/README.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/r5-public-product-quality-and-inquiry-context-decision.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/r6-current-size-and-cleanup-reconciliation-2026-08-26.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/r6-decision-gate.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/r6-orders-service-decomposition-decision.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/remaining-work-register.csv
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-project-convergence-cleanup/remediation-plan.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-r0-r1-release-foundation/input-boundary-ledger.csv
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-r0-r1-release-foundation/migration-gap.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-r0-r1-release-foundation/migration-verification.json
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-r0-r1-release-foundation/R0-R1-REPORT.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-r0-r1-release-foundation/tls-production-entry-plan.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/audits/2026-08-25-r0-r1-release-foundation/verification-manifest.json
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/P0_TASK_OWNERSHIP.md
??	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/plans/2026-08-26-mature-site-m1-preflight.md
??	B09-authority-docs	状态与收敛审计	无	normal	docs/plans/convergence-path-manifest-2026-08-26.tsv
??	B09-authority-docs	当前批次状态与剩余审批门	无	normal	docs/plans/2026-08-26-convergence-execution-state.md
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/puck-persistence-acceptance/20260826-readonly-shell/.last-run.json
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/puck-persistence-acceptance/20260826-readonly-shell/editor-visual-redesign-acc-2f7e5-1-四框顺序与边界不因对象、HUD、页签或设备切换改变-public-chromium/attachments/source-aligned-1672x941-dd6cf0aaa2e25bb728b6f64e6925ba95b9551a3a.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/puck-persistence-acceptance/20260826-readonly-shell/editor-visual-redesign-acc-2f7e5-1-四框顺序与边界不因对象、HUD、页签或设备切换改变-public-chromium/source-aligned-1672x941.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/puck-restricted-validation/20260826-port-5187/.last-run.json
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/r6-admin-css-after-compact.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/r6-admin-css-after-desktop.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/r6-admin-css-after-mobile.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/r6-admin-css-after-tablet.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/r6-admin-css-before-compact.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/r6-admin-css-before-desktop.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/r6-admin-css-before-mobile.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/r6-admin-css-before-tablet.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/r6-admin-layout-compact-open.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/r6-admin-layout-desktop.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/r6-catalog-filter-after-desktop.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/r6-catalog-filter-after-mobile.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/r6-catalog-filter-before-desktop.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/r6-catalog-filter-before-mobile.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/r6-product-css-after-desktop.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/r6-product-css-after-mobile.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/r6-product-css-before-desktop.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/r6-product-css-before-mobile.png
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/retail-acceptance-20260826/acceptance-results.json
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/retail-acceptance-20260826/acceptance-runner-failure.json
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/retail-acceptance-20260826/acceptance-runner.cjs
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/retail-acceptance-20260826/acceptance-summary.md
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/retail-acceptance-20260826/implementation-and-acceptance-report.md
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/retail-acceptance-20260826/start-server.ps1
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/retail-consistency-20260826-b1/acceptance-results.json
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/retail-consistency-20260826-b1/acceptance-runner.cjs
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/retail-consistency-20260826-b1/prisma-isolated/package.json
??	B10-evidence-assets	隔离验收/审计证据	可再生产物或审计附件	evidence-review	.codex-artifacts/retail-consistency-20260826-b1/start-server.ps1
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	client/public/images/editorial/haichuan-light-and-line-concept-v1/light-and-line-bracelet-concept-v1.webp
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	client/public/images/editorial/haichuan-light-and-line-concept-v1/light-and-line-detail-concept-v1.webp
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	client/public/images/editorial/haichuan-light-and-line-concept-v1/light-and-line-earring-concept-v1.webp
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	client/public/images/editorial/haichuan-light-and-line-concept-v1/light-and-line-hero-desktop-concept-v1.webp
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	client/public/images/editorial/haichuan-light-and-line-concept-v1/light-and-line-hero-mobile-concept-v1.webp
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	client/public/images/editorial/haichuan-light-and-line-concept-v1/light-and-line-loop-pair-concept-v1.webp
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	client/public/images/editorial/haichuan-light-and-line-concept-v1/light-and-line-necklace-concept-v1.webp
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	client/public/images/editorial/haichuan-light-and-line-concept-v1/light-and-line-transition-concept-v1.webp
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	client/public/images/editorial/haichuan-light-and-line-concept-v1/README.md
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/product-flow-screenshots/01-home-current.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/product-flow-screenshots/02-catalog-results.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/product-flow-screenshots/03-product-detail.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/product-flow-screenshots/04-contact-from-product.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/product-flow-screenshots/05-contact-mobile.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/r5-product-quality-live-audit-2026-08-26/01-catalog-desktop.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/r5-product-quality-live-audit-2026-08-26/02-catalog-desktop-data-quality.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/r5-product-quality-live-audit-2026-08-26/02b-catalog-desktop-corrupt-records.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/r5-product-quality-live-audit-2026-08-26/03-product-detail-corrupt-desktop.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/r5-product-quality-live-audit-2026-08-26/04-catalog-mobile.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/r5-product-quality-live-audit-2026-08-26/05-catalog-mobile-data-quality.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/r5-product-quality-live-audit-2026-08-26/06-product-detail-mobile.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/real-admin-dashboard.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/real-admin-orders.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/real-catalog-desktop.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/real-catalog-mobile.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/real-custom-desktop-scrolled.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/real-custom-desktop.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/real-custom-mobile-scrolled.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/real-custom-mobile.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/real-home-desktop.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/real-home-mobile.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/real-product-desktop.png
??	B10-evidence-assets	运行时或预览媒体	正式页面使用前核对来源与授权	license-review	docs/audits/2026-08-25-project-convergence-cleanup/real-product-mobile.png
??	B11-other-current-work	按路径消费者复核	不做无关重构	normal	client/src/hooks/usePublicSiteSettings.tsx
??	B11-other-current-work	按路径消费者复核	不做无关重构	normal	client/src/utils/publicProductPath.ts
??	B11-other-current-work	按路径消费者复核	不做无关重构	normal	client/src/utils/publicSeoPolicy.ts
??	B11-other-current-work	按路径消费者复核	不做无关重构	normal	server/src/common/observability/request-id.ts
??	B11-other-current-work	按路径消费者复核	不做无关重构	normal	server/src/common/time/business-date.ts
??	B11-other-current-work	按路径消费者复核	不做无关重构	normal	server/src/modules/wechat-auth/dto/bind-wechat.dto.ts
??	B09-authority-docs	剩余闭环批准与执行边界	当前代码与新鲜证据优先	normal	docs/plans/2026-08-26-closure-approval-packet.md
_M	B12-en-a-locale-safety	PageDocument 发布流显式携带 locale	同语言公开内容合同	route-contract	client/src/hooks/usePagePublishStream.ts
_M	B13-reliable-notifications	客户通知服务注册	可靠通知第一批	transaction-boundary	server/src/modules/customers/customers.module.ts
??	B12-en-a-locale-safety	英文未发布路由响应与水合门禁	EN-B 正式同语言发布前保持关闭	route-contract	client/src/components/common/EnglishPublicRouteGate.tsx
??	B12-en-a-locale-safety	公开语言路径和可用性单一前端合同	EN-B 正式同语言发布前保持关闭	route-contract	client/src/i18n/publicLocale.ts
??	B13-reliable-notifications	客户中心站内通知面板	客户本人通知 API	ui-consumer	client/src/pages/public/CustomerCenter/CustomerNotificationsPanel.tsx
??	B01-verification-authority	EN-A 与通知隔离浏览器回归	正式路由和客户 API	test-evidence	client/tests/closure-locale-notifications.spec.ts
??	B01-verification-authority	公开内容 locale 服务端合同测试	正式公开控制器	test-evidence	server/src/common/content-locale.spec.ts
??	B12-en-a-locale-safety	服务端公开 locale 严格拒绝中文回退	EN-B 同语言事实源	route-contract	server/src/common/content-locale.ts
??	B13-reliable-notifications	默认关闭的 Outbox 外部投递 worker	目标环境验收前不得开启	external-delivery-gate	server/src/common/notifications/reliable-notification-delivery.worker.ts
??	B13-reliable-notifications	订单与每笔付款事务内通知事实	Notification Delivery Outbox	transaction-boundary	server/src/common/notifications/reliable-notification-intent.service.ts
??	B13-reliable-notifications	可靠通知全局模块	订单与客户模块	transaction-boundary	server/src/common/notifications/reliable-notifications.module.ts
??	B01-verification-authority	通知原子性 隐私 注销与租约恢复测试	可靠通知第一批	test-evidence	server/src/common/notifications/reliable-notifications.spec.ts
??	B01-verification-authority	客户通知本人范围测试	客户通知 API	test-evidence	server/src/modules/customers/customer-notifications.service.spec.ts
??	B13-reliable-notifications	客户本人通知查询和已读语义	客户中心面板	privacy-boundary	server/src/modules/customers/customer-notifications.service.ts
??	B13-reliable-notifications	客户通知分页与未读筛选 DTO	客户通知 API	input-boundary	server/src/modules/customers/dto/customer-notification-query.dto.ts
